,Player,Puntos,Rebotes,Asistencias,Perdidas,Robos,Tapones
6,Alberto Abalde,0.07216,0.03448,0.28571,0.18182,0.09091,0.0
7,Anthony Randolph,0.04124,0.06897,0.07143,0.0,0.18182,0.0
8,Jeffery Taylor,0.04124,0.10345,0.0,0.0,0.09091,0.0
9,Fabien Causeur,0.03093,0.03448,0.0,0.27273,0.18182,0.0
0,Sergio Llull,0.32836,0.02439,0.0,0.07692,0.0,0.0
1,Fabien Causeur,0.19403,0.02439,0.125,0.15385,0.2,0.0
2,Gabriel Deck,0.1194,0.21951,0.125,0.15385,0.0,0.0
3,Anthony Randolph,0.10448,0.12195,0.0,0.0,0.0,0.0
4,Walter Tavares,0.08955,0.21951,0.25,0.15385,0.2,0.5
5,Adam Hanga,0.04478,0.07317,0.125,0.0,0.2,0.0
6,Guerschon Yabusele,0.04478,0.04878,0.25,0.23077,0.0,0.0
7,Nigel Williams-Goss,0.02985,0.02439,0.125,0.07692,0.4,0.0
8,Jeffery Taylor,0.02985,0.07317,0.0,0.07692,0.0,0.0
9,Vincent Poirier,0.01493,0.12195,0.0,0.0,0.0,0.5
10,Alberto Abalde,0.0,0.04878,0.0,0.07692,0.0,0.0
0,Gabriel Deck,0.16667,0.20588,0.08333,0.1,0.0,0.0
1,Nigel Williams-Goss,0.15556,0.11765,0.16667,0.2,0.11111,0.0
2,Walter Tavares,0.14444,0.11765,0.0,0.0,0.11111,0.375
3,Guerschon Yabusele,0.14444,0.02941,0.08333,0.2,0.11111,0.125
4,Anthony Randolph,0.14444,0.0,0.0,0.0,0.11111,0.25
5,Alberto Abalde,0.11111,0.02941,0.16667,0.3,0.22222,0.0
6,Vincent Poirier,0.04444,0.23529,0.04167,0.0,0.11111,0.25
7,Rudy Fernandez,0.03333,0.11765,0.04167,0.0,0.22222,0.0
8,Fabien Causeur,0.03333,0.02941,0.08333,0.0,0.0,0.0
9,Sergio Llull,0.02222,0.11765,0.29167,0.2,0.0,0.0
10,Juan Nunez,0.0,0.0,0.04167,0.0,0.0,0.0
0,Fabien Causeur,0.2381,0.14815,0.25,0.07143,0.2,0.0
1,Guerschon Yabusele,0.17857,0.14815,0.05,0.28571,0.2,0.0
2,Rudy Fernandez,0.14286,0.11111,0.05,0.0,0.2,0.0
3,Nigel Williams-Goss,0.13095,0.14815,0.4,0.14286,0.2,0.0
4,Adam Hanga,0.13095,0.07407,0.0,0.07143,0.2,0.2
5,Alberto Abalde,0.07143,0.03704,0.05,0.07143,0.0,0.0
6,Walter Tavares,0.04762,0.22222,0.0,0.21429,0.0,0.4
7,Anthony Randolph,0.03571,0.07407,0.0,0.0,0.0,0.0
8,Vincent Poirier,0.02381,0.03704,0.05,0.14286,0.0,0.4
9,Sergio Llull,0.0,0.0,0.15,0.0,0.0,0.0
10,Jeffery Taylor,0.0,0.0,0.0,0.0,0.0,0.0
0,Sergio Llull,0.17895,0.05128,0.15,0.16667,0.09091,0.0
1,Vincent Poirier,0.16842,0.25641,0.1,0.08333,0.18182,0.4
2,Guerschon Yabusele,0.16842,0.07692,0.0,0.16667,0.09091,0.0
3,Adam Hanga,0.09474,0.05128,0.15,0.08333,0.09091,0.0
4,Nigel Williams-Goss,0.08421,0.0,0.15,0.08333,0.0,0.0
5,Walter Tavares,0.06316,0.17949,0.05,0.08333,0.18182,0.6
6,Alberto Abalde,0.06316,0.17949,0.1,0.0,0.27273,0.0
7,Fabien Causeur,0.06316,0.10256,0.1,0.16667,0.0,0.0
8,Anthony Randolph,0.06316,0.05128,0.05,0.08333,0.0,0.0
9,Rudy Fernandez,0.03158,0.05128,0.0,0.0,0.09091,0.0
10,Juan Nunez,0.02105,0.0,0.15,0.08333,0.0,0.0
0,Guerschon Yabusele,0.22535,0.21429,0.21429,0.14286,0.125,0.0
1,Nigel Williams-Goss,0.1831,0.07143,0.21429,0.21429,0.25,0.0
2,Walter Tavares,0.14085,0.33333,0.0,0.0,0.125,0.5
3,Sergio Llull,0.11268,0.0,0.14286,0.07143,0.0,0.0
4,Adam Hanga,0.09859,0.16667,0.14286,0.07143,0.125,0.25
5,Alberto Abalde,0.09859,0.07143,0.14286,0.07143,0.25,0.0
6,Vincent Poirier,0.07042,0.04762,0.0,0.0,0.0,0.25
7,Anthony Randolph,0.04225,0.04762,0.0,0.07143,0.0,0.0
8,Juan Nunez,0.02817,0.04762,0.07143,0.21429,0.0,0.0
9,Fabien Causeur,0.0,0.0,0.07143,0.14286,0.125,0.0
0,Sergio Llull,0.2069,0.07895,0.24,0.09091,0.16667,0.0
1,Guerschon Yabusele,0.18391,0.21053,0.08,0.09091,0.0,0.0
2,Vincent Poirier,0.16092,0.15789,0.0,0.09091,0.0,0.28571
3,Walter Tavares,0.10345,0.07895,0.04,0.18182,0.16667,0.28571
4,Nigel Williams-Goss,0.10345,0.07895,0.04,0.27273,0.0,0.0
5,Adam Hanga,0.09195,0.26316,0.16,0.0,0.33333,0.14286
6,Alberto Abalde,0.06897,0.05263,0.12,0.0,0.0,0.0
7,Fabien Causeur,0.04598,0.05263,0.2,0.09091,0.16667,0.14286
8,Rudy Fernandez,0.03448,0.02632,0.12,0.09091,0.16667,0.14286
9,Anthony Randolph,0.0,0.0,0.0,0.09091,0.0,0.0
